temperature,vibration,pressure,humidity,failure
74.08442535202722,3.7245392333364764,87.52324900332717,47.49871063286408,0
83.26276261696695,4.73251064634076,118.49071644732507,33.70831106495718,0
71.39663365308802,8.43906837323846,100.98206150248343,30.440297022232002,0
59.1088449299817,5.13933465247452,114.96163381454919,21.95512754747933,0
77.83824244716351,3.2298023025024682,116.97211589325296,34.91190955423484,0
61.46979163142788,5.582062936673868,94.75509739194736,45.791249203941916,0
83.61022529065276,4.698015144964789,91.2338515828432,38.270429957509094,0
88.75248572291409,5.727658713639336,100.64916695683905,26.90130382953847,0
75.80063619725424,3.693713920076431,115.91102835458425,34.36490505169177,0
69.33752530134653,4.459266571486504,89.55474055948854,33.83520723137393,0
73.11450563703875,4.713977153788047,88.35163291981348,44.826415535785664,0
67.0891000051163,3.3917599950771873,82.38390071225413,34.66674841737305,0
49.717572188062235,2.5942156888008037,103.28572082637898,42.55636038143885,0
80.34192971792437,4.6807887517684375,107.78063860949008,21.072167455452615,0
64.99538746871148,4.510274576337937,111.7699027873772,38.1941261884184,0
74.8124018973276,4.142137413261061,108.75835553110346,52.31921620493348,0
89.40667062424338,4.545318310937332,112.54229553718154,19.43989809748222,1
80.03373631497927,5.370023821055472,100.79071334366651,36.90839377673532,1
47.89562968994516,5.441298746042448,108.21547256804762,33.02567664487103,0
60.82468136867611,3.8769147992040005,105.37385169622989,50.860819362667584,0
63.84749337932436,6.301807990168276,103.77435692701887,42.01138601686969,0
57.37989588662198,6.1854550106897666,94.17471068888968,47.18091623648033,0
63.39449712237484,7.142248681060232,86.2522267335884,55.481309865532204,0
77.0180549616113,3.513157418077083,99.86725293755354,24.74647630417387,0
68.76111380774834,2.410554701945914,83.53257644649413,39.79647209078115,0
59.37401116468081,3.1042485690960477,98.91618267652255,41.62967632475386,0
59.62830722693789,4.273695769816721,92.01437687258633,31.36778271828438,0
65.50987729219449,5.788611280342516,89.8094625700202,20.184181604985078,0
58.71759772813488,5.0673628259333245,96.30309028435944,40.405604635090675,0
78.00511746668172,5.801345339149354,93.58694902321733,40.16715355927858,1
76.01246893439728,4.904515903031946,117.38641950817994,36.244561960042276,0
59.86193978930419,7.875236162842986,102.42098477966215,50.771292095111576,0
74.23138427989389,5.206522053171709,99.14717060400925,57.43272977860001,0
41.98766607715806,5.222501066835166,79.16108401438305,30.45056910635611,0
64.3088211033653,6.385901823793853,74.71324965714632,43.85624696350397,0
52.70563378300083,4.94007992076172,114.88543732237574,44.17198924273058,0
64.80482990394049,4.455451710744695,71.73719403912546,40.771668360229576,0
71.86175899240762,3.540468577624331,98.3403651052403,31.75738706793009,0
79.20961663321592,3.841415774410855,93.77030203827611,21.636826594041324,0
80.08355595159225,5.883842057426331,85.6127175330614,32.58598218308901,0
76.23843264034862,5.336054268462312,76.03636620635599,43.63838142755793,0
58.72972792544586,4.039457125573871,78.71869029398071,38.29875980738593,0
61.44068726776919,5.318001615241322,101.47122481419407,15.328388692166335,0
79.03571144535229,5.903958979190424,94.31560547003578,59.30617865032566,1
55.24221151899921,6.653204407010968,81.83346232827941,32.916116519318734,1
68.04709774441751,6.36693212911207,100.15179210598103,35.07292817308375,0
74.27255286480818,5.265413557510955,96.61791486410429,58.03310591930656,0
80.13062791183768,5.028596933915966,109.4098082584816,38.459498038098765,1
55.76773640451595,4.45517765851311,98.90749689794866,30.426589875923632,0
60.49567135874221,3.85153463273888,106.554579612281,36.34114127741821,0
73.25212503368034,2.1385768698905014,106.73405541695585,50.637413794898436,0
55.400388796645665,6.757232697378214,121.05915298868703,35.06356880786265,0
69.3028800654786,6.649058599784448,77.90515733888454,45.30675532095354,0
66.07916307811959,6.6147625453672845,125.98808028390687,46.20766965082014,0
70.25809735393088,5.883807796291452,118.11856974413905,32.77048442732617,0
72.57574793394753,4.929941232365063,83.50909874517743,33.40634860669889,0
86.37902591390736,6.3195987348920415,80.0074581995215,33.668682934130985,0
76.24402975894003,6.236227204624862,110.02003660130475,39.452966127642604,0
89.13264701657397,5.054761674482144,133.8738084312495,41.9142135694933,0
89.8505451809068,2.761685973370783,118.78855547862939,68.68519477182372,0
71.38013918496007,7.2869579908497,119.64177596878261,62.32447295355264,0
66.94308132831831,2.2870413012056736,101.86989797896666,43.6652290752527,0
70.75479774140638,4.637934444595216,141.7342680990576,40.111931913259745,1
43.18741561090265,4.88084499800638,96.26978660838121,42.82892091135656,0
60.79255562074592,3.882835063891716,99.9872807346328,42.752016311112435,0
62.384630284976005,5.806716587750092,89.48379329301548,44.75028700241425,0
85.642776148881,4.055545432841051,85.6411760524292,69.45197075655929,0
73.88026655802754,9.818266173203565,90.52754678858112,32.41671172749979,0
71.90182277411111,7.159853594908527,92.12945731239748,48.20699253428802,0
74.1359720037195,5.618683704233258,81.9933951828091,44.786993667110806,0
72.28057985199571,3.8579643543648077,129.1770014388199,24.878706585341696,0
86.0354645740669,4.40965822355601,70.42595101028836,40.02385060997572,0
74.23233321274317,7.266339404959855,99.3881275822989,48.5638966852488,0
60.53820119552962,1.5545603818721405,77.03133786562049,34.97310819795416,0
93.773147603039,7.046537487390815,113.95888816916023,42.33414937598964,0
97.60392123852593,2.1409434044720976,103.86609491457331,44.90096002381855,0
70.32031565111032,5.408864417360706,122.02006802291871,48.273602751499205,0
